zip,geoid,state_name,county_name,city_name,aland,median_household_income,median_household_income_moe,average_household_income,average_household_income_moe,per_capita_income,per_capita_income_moe,percent_of_households_with_incomes_200000_or_more,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_under_25_years_moe,householder_25_to_44_years,householder_25_to_44_years_moe,householder_45_to_64_years,householder_45_to_64_years_moe,householder_65_years_and_over,householder_65_years_and_over_moe,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,race_and_ethnicity_white,race_and_ethnicity_black,race_and_ethnicity_native,race_and_ethnicity_asian,race_and_ethnicity_islander,race_and_ethnicity_other,race_and_ethnicity_two,race_and_ethnicity_hispanic,population_density_sq_mi,age_total,age_female_0_to_9,age_female_10_to_19,age_female_20_to_29,age_female_30_to_39,age_female_40_to_49,age_female_50_to_59,age_female_60_to_69,age_female_70_plus,age_male_0_to_9,age_male_10_to_19,age_male_20_to_29,age_male_30_to_39,age_male_40_to_49,age_male_50_to_59,age_male_60_to_69,age_male_70_plus,median_age,educational_attainment_population_25_years_and_over,educational_attainment_no_diploma,educational_attainment_high_school,educational_attainment_some_college,educational_attainment_bachelors,educational_attainment_graduate,family_households_total,family_poverty_pct,employment_status_civilian_labor_force,unemployment_pct,housing_units,median_value_of_owner_occupied_units,households,hh_families,hh_mc_families,hh_mc_with_own_children_under_18,hh_sp_families,hh_sp_with_own_children_under_18,hh_non_families
96055,86000US96055,California,Tehama,Los Molinos,"162,695,638","$48,103","$8,996","$64,612","$9,136","$26,378","$3,643",4.0%,3.1%,-$1,-$1,"$61,403","$9,233","$43,214","$23,237","$39,300","$11,465","1,537",476,335,275,149,147,94,61,"3,866","3,085",0,33,31,0,0,40,677,61.5,"3,866",209,343,179,133,246,232,320,302,333,139,157,259,266,192,268,288,43.3,"2,682",10.1%,34.9%,33.4%,12.8%,8.8%,"1,015",11.4%,"1,409",4.4%,"1,799","$217,700","1,537","1,015",772,290,243,156,522
96056,86000US96056,California,Lassen; Modoc; Shasta,Little Valley; McArthur,"873,687,166","$55,000","$11,335","$61,933","$8,748","$28,230","$4,981",0.7%,1.1%,-$1,-$1,"$45,985","$26,396","$66,042","$10,347","$50,625","$35,830",696,119,172,245,51,67,37,5,"1,530","1,250",0,94,0,0,0,0,186,4.5,"1,530",83,47,77,34,196,114,94,110,78,82,23,81,142,155,102,112,48.1,"1,200",10.4%,34.2%,29.8%,14.2%,11.4%,482,7.9%,732,7.1%,948,"$228,600",696,482,466,146,16,10,214
96057,86000US96057,California,Siskiyou,McCloud,"819,170,107","$36,635","$10,925","$57,217","$10,604","$28,414","$5,633",3.8%,3.3%,-$1,-$1,"$41,625","$13,299","$51,875","$19,812","$31,429","$2,041",611,180,178,100,79,51,0,23,"1,235","1,089",1,20,0,0,0,39,86,3.9,"1,235",61,50,17,31,85,78,149,140,33,80,22,57,86,109,110,127,55.6,"1,001",7.8%,30.7%,45.2%,12.8%,3.6%,344,6.7%,460,13.9%,"1,060","$206,200",611,344,290,68,54,17,267
96058,86000US96058,California,Siskiyou,Dorris; Macdoel; Mount Hebron; Tennant,"1,126,469,242","$41,563","$38,298","$59,603","$11,870","$23,574","$3,618",4.1%,4.0%,-$1,-$1,"$48,500","$21,194","$62,813","$50,537",-$1,-$1,195,28,76,57,19,7,0,8,553,247,2,0,4,0,0,4,296,1.3,553,13,36,5,21,43,41,21,28,19,89,21,34,48,64,5,65,46.6,390,29.7%,21.0%,26.9%,14.9%,7.4%,107,2.8%,244,8.6%,374,"$217,300",195,107,101,69,6,0,88
96059,86000US96059,California,Shasta; Tehama,Manton,"203,378,121","$41,375","$24,478","$51,953","$16,134","$19,875","$6,139",0.0%,15.6%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,205,70,42,21,35,37,0,0,542,438,0,8,1,0,0,69,26,6.9,542,45,19,9,48,34,21,57,35,19,42,25,24,15,21,27,101,47.4,392,4.8%,24.7%,44.9%,22.7%,2.8%,168,39.9%,179,6.1%,315,"$410,700",205,168,133,32,35,25,37
96061,86000US96061,California,Tehama,Mineral,"106,890,710",-$1,-$1,-$1,-$1,-$1,-$1,0.0%,92.8%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,11,0,0,0,0,11,0,0,21,21,0,0,0,0,0,0,0,0.5,21,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,-1.0,21,0.0%,0.0%,52.4%,47.6%,0.0%,11,0.0%,11,0.0%,203,-$1,11,11,11,0,0,0,0
96062,86000US96062,California,Shasta,Millville,"188,850,015","$60,625","$22,646","$89,600","$19,163","$37,767","$8,123",7.8%,5.7%,-$1,-$1,"$81,607","$19,485","$48,906","$24,433","$59,286","$14,066",434,106,88,47,64,73,22,34,"1,042",956,0,16,0,0,0,14,56,14.3,"1,042",44,90,33,39,54,103,105,84,38,82,34,23,49,87,92,85,52.0,761,8.7%,18.1%,46.3%,14.1%,12.9%,297,13.8%,425,2.4%,461,"$360,300",434,297,251,113,46,13,137
96063,86000US96063,California,Tehama,Mineral,"31,030,918","$48,859","$17,379","$59,722","$21,910","$22,937","$17,694",0.0%,22.3%,-$1,-$1,"$48,152","$47,397","$73,864","$67,953",-$1,-$1,137,35,44,36,0,22,0,0,359,313,0,0,0,0,0,46,0,30.0,359,23,11,0,0,57,11,10,11,0,115,0,23,56,0,23,19,40.1,210,20.5%,11.0%,46.2%,22.4%,0.0%,55,0.0%,116,19.8%,398,"$171,700",137,55,45,23,10,10,82
96064,86000US96064,California,Siskiyou,Grenada; Montague,"1,241,069,313","$49,604","$4,249","$65,566","$5,534","$27,009","$2,271",3.4%,1.6%,"$40,804","$13,639","$65,735","$14,774","$55,347","$11,901","$39,489","$4,373","1,875",419,525,376,235,212,45,63,"4,533","3,666",6,130,77,5,25,197,427,9.5,"4,533",188,286,217,225,184,409,365,346,210,289,250,218,234,325,417,370,49.4,"3,314",8.7%,28.5%,44.4%,12.3%,6.2%,"1,281",6.6%,"1,886",6.8%,"2,272","$192,700","1,875","1,281","1,033",253,248,105,594
96065,86000US96065,California,Shasta,Montgomery Creek,"219,507,202","$47,250","$26,279","$75,271","$29,318","$33,317","$12,031",8.5%,10.4%,-$1,-$1,"$68,333","$32,565","$53,636","$41,295","$34,018","$26,986",177,49,43,28,18,10,14,15,403,343,0,27,0,0,0,9,24,4.8,403,8,1,23,13,32,35,39,28,13,34,20,20,6,26,58,47,57.2,343,15.5%,21.9%,38.8%,12.0%,12.0%,104,6.7%,176,15.9%,269,"$286,800",177,104,68,1,36,22,73
96067,86000US96067,California,Siskiyou,Dunsmuir; Mount Shasta,"351,769,318","$47,150","$9,840","$72,520","$14,646","$34,830","$7,730",4.6%,2.8%,"$24,091","$2,372","$65,422","$20,776","$48,345","$12,332","$41,721","$10,182","3,462",945,851,545,349,520,92,160,"7,094","6,132",50,0,39,0,0,120,753,52.2,"7,094",443,118,352,341,408,671,653,571,438,227,419,288,275,400,651,839,53.1,"5,478",4.1%,15.6%,43.0%,24.2%,13.2%,"1,950",12.4%,"3,070",3.3%,"4,393","$283,300","3,462","1,950","1,646",396,304,99,"1,512"
96068,86000US96068,California,Lassen,Nubieber,"103,808,801",-$1,-$1,"$27,073","$10,493","$7,598","$4,194",0.0%,44.0%,-$1,-$1,-$1,-$1,"$40,375","$31,342",-$1,-$1,49,30,10,9,0,0,0,0,204,91,20,0,22,0,0,0,71,5.1,204,0,13,0,8,8,0,13,4,30,4,47,29,24,10,14,0,31.5,147,24.5%,50.3%,18.4%,6.8%,0.0%,26,88.5%,20,25.0%,84,-$1,49,26,10,0,16,16,23
96069,86000US96069,California,Shasta,,"229,493,517","$66,875","$17,197","$83,675","$17,053","$38,891","$8,249",4.4%,4.6%,-$1,-$1,"$53,333","$45,294","$77,333","$2,644","$65,250","$27,098",366,92,47,60,52,34,65,16,800,719,9,19,17,0,0,12,24,9.0,800,33,28,8,53,30,52,62,153,11,18,10,33,62,43,120,84,61.1,705,6.1%,32.5%,37.7%,20.0%,3.7%,249,9.6%,293,7.8%,437,"$245,100",366,249,206,27,43,14,117
96071,86000US96071,California,Shasta,Old Station,"207,637,734",-$1,-$1,-$1,-$1,"$28,677","$12,850",0.0%,79.5%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,15,0,8,0,7,0,0,0,31,31,0,0,0,0,0,0,0,0.4,31,0,0,0,0,7,0,9,0,0,0,0,0,0,7,8,0,67.1,31,0.0%,0.0%,71.0%,29.0%,0.0%,8,0.0%,14,0.0%,167,-$1,15,8,8,0,0,0,7
96073,86000US96073,California,Shasta,Millville; Palo Cedro,"115,302,069","$92,222","$12,840","$115,820","$13,131","$42,795","$5,042",7.6%,2.8%,-$1,-$1,"$84,250","$25,034","$120,417","$21,242","$67,228","$11,906","1,478",144,243,222,185,377,194,113,"3,980","3,558",17,65,24,0,0,159,157,89.4,"3,980",215,217,99,128,183,400,395,372,148,266,140,191,157,322,357,390,54.5,"2,995",1.8%,18.4%,44.8%,25.5%,9.4%,"1,272",5.5%,"1,531",3.0%,"1,600","$423,700","1,478","1,272","1,158",276,114,62,206
96074,86000US96074,California,Tehama,Paskenta,"259,310,697","$44,750","$10,656","$56,970","$15,975","$20,666","$9,042",3.5%,7.9%,-$1,-$1,-$1,-$1,-$1,-$1,"$34,583","$20,519",57,16,22,11,0,3,3,2,164,119,18,0,0,0,0,0,27,1.6,164,6,3,16,5,2,9,15,15,2,13,17,21,13,8,8,11,37.5,120,25.8%,35.0%,34.2%,3.3%,1.7%,26,0.0%,55,1.8%,68,-$1,57,26,22,14,4,0,31
96075,86000US96075,California,Shasta; Tehama,Paynes Creek,"178,154,962","$16,875","$7,138","$31,918","$11,123","$15,346","$5,275",0.0%,19.6%,-$1,-$1,-$1,-$1,-$1,-$1,"$14,300","$6,626",159,107,15,10,27,0,0,0,350,247,8,2,0,0,0,43,50,5.1,350,0,0,24,0,0,43,14,23,0,0,73,24,43,26,55,25,52.1,332,25.0%,23.5%,40.7%,10.8%,0.0%,39,56.4%,49,0.0%,184,"$190,900",159,39,27,0,12,0,120
96076,86000US96076,California,Shasta; Tehama; Trinity,,"536,260,957","$28,194","$8,967","$33,876","$8,787","$16,727","$4,849",0.0%,22.6%,-$1,-$1,-$1,-$1,-$1,-$1,"$27,870","$8,599",135,55,57,10,13,0,0,0,284,247,2,27,2,0,0,0,6,1.4,284,0,0,2,0,0,15,63,63,0,0,11,4,5,18,47,56,68.2,277,15.2%,23.5%,41.5%,19.1%,0.7%,76,0.0%,49,0.0%,204,"$227,600",135,76,76,0,0,0,59
96080,86000US96080,California,Tehama,Bend; Paynes Creek; Proberta; Red Bluff,"1,585,345,438","$41,316","$3,522","$62,169","$4,211","$24,992","$1,775",4.5%,1.4%,"$27,527","$10,333","$43,994","$6,128","$51,771","$12,683","$37,162","$3,930","11,184","3,279","2,985","1,895","1,068",985,473,499,"29,139","22,122",315,282,496,3,11,"1,110","4,800",47.6,"29,139","1,666","1,880","1,560","1,354","1,677","2,012","2,100","2,025","1,826","2,450","1,896","1,543","1,531","1,980","1,788","1,851",41.0,"19,699",10.0%,31.1%,43.3%,11.3%,4.3%,"7,107",13.7%,"12,093",8.8%,"12,256","$224,100","11,184","7,107","4,973","1,717","2,134","1,240","4,077"
96084,86000US96084,California,Shasta,Montgomery Creek; Round Mountain,"272,767,519","$31,477","$8,936","$45,335","$11,373","$16,042","$6,242",1.1%,1.8%,-$1,-$1,"$23,603","$1,137","$43,750","$8,823","$32,386","$11,593",189,78,66,18,6,11,8,2,536,326,0,32,0,0,0,47,131,5.1,536,31,86,19,20,17,58,31,51,14,28,19,17,10,47,41,47,50.5,351,6.0%,29.1%,47.6%,10.5%,6.8%,156,33.3%,133,15.8%,318,"$212,500",189,156,123,20,33,25,33
96085,86000US96085,California,Siskiyou,,"193,310,714",-$1,-$1,"$101,563","$56,059","$34,948","$28,046",0.0%,70.6%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,19,1,3,5,2,0,8,0,54,42,0,0,0,0,0,12,0,0.7,54,7,4,0,0,1,2,16,0,6,2,0,0,0,0,12,4,60.3,35,5.7%,17.1%,40.0%,8.6%,28.6%,16,6.3%,12,16.7%,35,"$259,400",19,16,15,2,1,1,3
96086,86000US96086,California,Siskiyou,,"665,221,057","$45,750","$10,540","$52,410","$9,157","$26,795","$6,006",2.2%,2.2%,-$1,-$1,"$48,393","$32,191","$40,000","$35,597","$44,688","$9,062",139,48,33,25,22,7,1,3,278,212,0,6,2,0,0,9,49,1.1,278,7,20,13,6,6,25,44,18,4,8,14,8,26,19,40,20,57.0,232,21.1%,28.0%,33.6%,12.5%,4.7%,67,19.4%,77,7.8%,211,"$167,600",139,67,51,5,16,3,72
96087,86000US96087,California,Shasta,Shasta,"202,710,293","$40,329","$10,660","$55,502","$15,938","$26,479","$10,008",2.4%,3.2%,-$1,-$1,-$1,-$1,"$65,000","$35,808","$21,711","$7,558",249,64,101,34,17,27,0,6,544,488,0,0,0,0,0,12,44,7.0,544,17,20,0,25,29,33,44,59,0,89,0,45,44,68,65,6,50.3,418,4.1%,28.5%,45.9%,11.7%,9.8%,126,0.0%,263,21.3%,282,"$252,500",249,126,109,49,17,0,123
96088,86000US96088,California,Shasta,Shingletown,"407,825,910","$51,039","$5,791","$66,376","$6,190","$30,335","$3,122",2.7%,1.6%,-$1,-$1,"$47,321","$44,165","$59,044","$12,495","$40,260","$6,026","2,092",433,581,403,319,237,63,56,"4,690","4,100",44,100,38,0,0,129,279,29.8,"4,690",140,106,141,203,94,431,313,620,139,194,307,141,226,489,542,604,57.1,"3,788",12.0%,30.9%,41.2%,8.6%,7.4%,"1,297",5.6%,"1,630",4.2%,"2,706","$243,400","2,092","1,297","1,100",127,197,64,795
96090,86000US96090,California,Tehama,Tehama,"2,660,996","$40,139","$8,698","$52,968","$14,071","$24,700","$5,548",1.4%,2.8%,-$1,-$1,-$1,-$1,"$46,964","$7,830","$29,375","$9,473",219,68,79,17,23,29,0,3,481,358,0,18,7,0,0,16,82,468.2,481,21,24,29,31,28,28,43,37,6,29,18,18,24,75,28,42,51.0,379,17.4%,30.3%,40.9%,5.5%,5.8%,128,12.5%,188,7.4%,229,"$167,000",219,128,94,22,34,14,91
96091,86000US96091,California,Trinity,Coffee Creek; Trinity Center,"1,171,256,225","$50,547","$11,686","$57,929","$7,243","$34,128","$6,426",0.6%,1.1%,-$1,-$1,"$32,250","$5,146","$54,569","$31,954","$39,479","$5,622",355,57,117,68,37,70,4,2,618,532,0,64,3,0,9,7,3,1.4,618,12,16,22,15,34,70,52,77,10,28,36,9,31,58,74,74,58.0,509,2.8%,26.7%,33.4%,26.3%,10.8%,138,8.7%,299,10.7%,988,"$350,000",355,138,109,14,29,23,217
96092,86000US96092,California,Tehama,Vina,"128,077,200","$84,688","$47,554","$102,787","$37,383","$40,597","$15,938",8.6%,14.3%,-$1,-$1,-$1,-$1,-$1,-$1,"$89,773","$81,673",116,0,21,30,25,8,22,10,343,271,0,0,0,0,0,0,72,6.9,343,21,0,0,11,9,0,30,19,10,16,0,93,47,0,27,60,41.6,296,15.5%,10.8%,29.7%,12.2%,31.8%,54,0.0%,205,3.9%,161,"$290,000",116,54,35,18,19,0,62
96093,86000US96093,California,Trinity,Douglas City; Junction City; Weaverville,"151,923,084","$46,039","$3,312","$51,906","$7,121","$23,708","$2,812",0.0%,2.1%,-$1,-$1,"$60,750","$20,834","$22,373","$21,725","$47,202","$4,078","1,644",539,463,345,70,172,55,0,"3,570","3,159",11,200,1,2,35,10,152,60.9,"3,570",188,188,48,426,143,282,180,222,278,325,107,160,250,240,284,249,41.1,"2,573",11.5%,20.9%,46.4%,13.2%,7.9%,900,16.4%,"1,632",12.9%,"1,956","$273,800","1,644",900,523,193,377,221,744
96094,86000US96094,California,Siskiyou,Carrick; Edgewood; Weed,"640,763,285","$51,857","$4,372","$80,312","$27,129","$35,229","$11,351",3.0%,1.8%,"$31,333","$5,832","$58,981","$4,271","$54,282","$9,028","$39,432","$12,315","2,861",830,550,614,302,316,163,86,"6,611","4,820",435,100,253,3,0,150,850,26.7,"6,611",233,514,183,299,438,495,576,547,371,509,334,261,498,463,477,413,46.9,"4,644",9.0%,22.6%,41.3%,16.6%,10.5%,"1,744",10.4%,"2,849",6.9%,"3,393","$211,900","2,861","1,744","1,122",376,622,250,"1,117"
96096,86000US96096,California,Shasta,,"294,944,133","$51,786","$11,594","$67,731","$11,946","$28,314","$5,684",6.6%,4.3%,-$1,-$1,"$110,125","$81,956","$58,125","$20,576","$34,688","$17,508",286,79,59,64,22,40,3,19,703,618,2,40,1,0,0,6,36,6.2,703,31,22,22,26,33,50,78,75,41,27,28,18,38,68,90,56,55.5,546,10.3%,25.8%,44.7%,13.0%,6.2%,217,15.7%,249,4.0%,346,"$319,600",286,217,196,18,21,9,69
96097,86000US96097,California,Siskiyou,Yreka,"493,966,786","$44,782","$4,979","$60,172","$4,777","$26,909","$2,414",1.1%,0.7%,"$40,048","$32,420","$59,650","$22,056","$47,917","$14,688","$41,050","$4,746","4,336","1,136","1,220",690,467,612,163,48,"9,746","7,183",119,378,136,108,24,652,"1,146",51.1,"9,746",856,444,649,650,375,622,729,883,645,570,517,604,444,630,597,531,39.7,"6,778",10.4%,25.7%,44.4%,12.9%,6.6%,"2,334",14.1%,"4,034",6.1%,"4,760","$169,300","4,336","2,334","1,649",589,685,404,"2,002"
96101,86000US96101,California,Modoc,Alturas; California Pines; Daphnedale Park,"1,513,202,917","$44,500","$9,346","$51,076","$4,085","$22,276","$2,264",0.0%,1.6%,"$26,833","$4,517","$52,364","$9,984","$51,477","$9,197","$30,682","$11,553","2,182",530,674,469,276,213,20,0,"5,262","4,191",125,213,11,9,0,41,672,9.0,"5,262",304,123,315,299,269,404,498,319,324,263,304,332,271,294,531,412,46.5,"4,068",14.6%,35.4%,37.8%,9.2%,3.0%,"1,249",10.6%,"1,910",10.7%,"2,849","$122,000","2,182","1,249",981,221,268,140,933
96103,86000US96103,California,Plumas,Blairsden; C-Road; Cromberg; Graeagle; Johnsville; Mabie; Mohawk Vista; Plumas Eureka,"325,585,045","$67,386","$13,062","$122,556","$56,902","$61,938","$32,152",8.6%,5.0%,-$1,-$1,"$55,104","$44,890","$82,273","$21,419","$67,721","$17,506",690,99,161,117,105,122,27,59,"1,401","1,301",0,0,13,0,0,0,87,11.1,"1,401",8,79,20,32,32,117,312,120,32,55,28,70,18,54,225,199,64.6,"1,214",0.3%,21.9%,40.9%,29.2%,7.6%,451,2.9%,544,5.1%,"2,040","$333,300",690,451,388,23,63,32,239
96104,86000US96104,California,Modoc,Cedarville,"546,543,246","$41,250","$16,145","$51,590","$11,785","$22,230","$4,947",0.6%,0.9%,-$1,-$1,"$100,729","$75,913","$47,625","$26,277","$33,611","$19,361",348,124,83,53,27,51,8,2,842,739,0,21,0,0,0,0,82,4.0,842,47,96,16,2,76,89,17,92,80,54,17,11,50,40,111,44,47.4,557,8.4%,34.3%,37.9%,13.8%,5.6%,188,0.0%,322,9.0%,425,"$159,500",348,188,141,73,47,33,160
96105,86000US96105,California,Lassen; Plumas; Sierra,Chilcoot-Vinton,"655,914,990",-$1,-$1,"$54,989","$46,427","$29,205","$13,544",0.0%,15.7%,-$1,-$1,-$1,-$1,-$1,-$1,"$48,893","$8,454",204,89,47,16,0,52,0,0,372,130,0,89,0,45,0,108,0,1.5,372,72,0,0,0,45,15,0,35,0,36,0,0,52,89,0,28,43.6,264,0.0%,0.0%,66.3%,33.7%,0.0%,68,0.0%,145,8.3%,397,"$141,000",204,68,16,0,52,52,136
96106,86000US96106,California,Plumas,C-Road; Clio; Gold Mountain; Valley Ranch; Whitehawk,"60,629,611","$70,455","$20,032","$83,261","$20,459","$38,992","$11,544",0.0%,24.6%,-$1,-$1,"$115,455","$63,199","$70,682","$64,822","$66,136","$56,140",122,19,19,32,13,19,20,0,274,257,0,0,0,0,0,0,17,11.7,274,18,0,20,21,0,11,19,46,22,0,34,17,0,14,22,30,50.2,234,4.7%,11.5%,53.8%,26.5%,3.4%,83,0.0%,121,0.0%,429,"$388,900",122,83,83,30,0,0,39
96107,86000US96107,California,Mono,Coleville; Walker,"230,266,104","$49,909","$18,931","$77,639","$22,371","$40,124","$11,263",6.8%,7.9%,-$1,-$1,-$1,-$1,"$57,426","$29,492",-$1,-$1,497,137,113,84,22,59,48,34,"1,433","1,047",15,105,1,0,0,67,198,16.1,"1,433",102,34,28,154,7,120,150,145,75,10,76,250,21,47,64,150,38.9,"1,145",12.6%,36.2%,36.1%,10.4%,4.7%,298,14.1%,663,26.4%,697,"$233,100",497,298,263,70,35,7,199
96108,86000US96108,California,Modoc,,"512,681,318","$77,938","$77,066","$56,005","$27,290","$39,500","$22,834",0.0%,41.5%,-$1,-$1,-$1,-$1,-$1,-$1,"$77,938","$77,066",55,11,13,0,31,0,0,0,80,80,0,0,0,0,0,0,0,0.4,80,0,0,0,0,0,0,9,22,0,0,0,0,0,0,11,38,74.5,80,13.8%,47.5%,38.8%,0.0%,0.0%,24,0.0%,11,0.0%,55,"$44,600",55,24,24,0,0,0,31
96109,86000US96109,California,Lassen,Doyle,"512,463,522","$56,210","$25,336","$71,355","$16,971","$33,581","$8,909",4.2%,6.9%,-$1,-$1,-$1,-$1,-$1,-$1,"$43,750","$18,981",354,94,48,76,5,100,16,15,812,795,0,0,0,0,0,0,17,4.1,812,0,20,65,50,93,73,19,31,31,49,59,21,98,43,75,85,43.5,645,7.9%,34.6%,46.2%,6.8%,4.5%,227,33.5%,406,6.9%,633,"$135,900",354,227,168,40,59,36,127
96110,86000US96110,California,Lassen; Modoc,Eagleville,"423,756,507","$59,063","$47,110","$75,675","$30,319","$33,498","$14,896",0.0%,42.3%,-$1,-$1,-$1,-$1,"$40,938","$19,748","$101,250","$95,578",53,4,19,7,9,3,11,0,126,121,0,0,0,0,0,5,0,0.8,126,10,0,6,0,11,9,11,10,0,3,14,0,4,12,31,5,55.8,108,0.0%,25.0%,60.2%,12.0%,2.8%,35,5.7%,77,0.0%,109,-$1,53,35,29,9,6,0,18
96111,86000US96111,California,Nevada; Sierra,Floriston; Verdi,"86,868,461",-$1,-$1,"$76,624","$43,801","$47,271","$17,268",0.0%,43.1%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,51,13,0,15,0,23,0,0,83,83,0,0,0,0,0,0,0,2.5,83,0,0,0,9,0,15,13,0,14,9,0,8,0,0,15,0,50.1,60,0.0%,28.3%,46.7%,0.0%,25.0%,23,0.0%,32,0.0%,119,"$541,700",51,23,8,8,15,15,28
96112,86000US96112,California,Modoc,Fort Bidwell,"328,271,211","$42,813","$17,208","$52,473","$15,656","$21,048","$5,464",0.0%,32.4%,-$1,-$1,-$1,-$1,-$1,-$1,"$45,000","$10,896",85,32,21,17,0,13,2,0,224,90,1,86,14,0,0,0,33,1.8,224,24,1,23,21,8,3,32,17,18,8,15,13,6,8,0,27,35.0,162,13.0%,29.0%,27.2%,17.9%,13.0%,34,20.6%,86,11.6%,163,"$225,000",85,34,23,8,11,7,51
96113,86000US96113,California,Lassen,Herlong; Patton Village,"17,652,323","$49,198","$3,160","$50,858","$5,470","$13,726","$2,913",0.0%,8.6%,"$48,558",$900,"$52,670","$5,784","$49,474","$12,613",-$1,-$1,391,59,158,143,13,16,2,0,"1,925",865,334,116,22,0,11,64,513,282.4,"1,925",58,70,102,66,44,48,42,32,47,30,332,571,303,102,16,62,35.8,"1,593",22.3%,37.2%,32.3%,6.8%,1.4%,241,16.6%,457,30.4%,559,-$1,391,241,117,65,124,66,150
96114,86000US96114,California,Lassen,Janesville,"176,017,786","$92,759","$21,393","$91,516","$9,842","$36,906","$3,599",3.1%,2.2%,-$1,-$1,"$72,404","$41,393","$115,000","$19,852","$53,938","$12,930","1,334",108,329,165,147,369,175,41,"3,267","2,895",2,79,37,0,0,137,117,48.1,"3,267",298,129,135,234,112,287,281,250,117,214,61,209,162,250,277,251,49.1,"2,479",6.3%,25.0%,43.7%,17.2%,7.7%,"1,066",3.2%,"1,492",9.2%,"1,520","$263,900","1,334","1,066",899,159,167,73,268
96115,86000US96115,California,Modoc,Lake City,"257,927,052",-$1,-$1,"$38,469","$13,335","$24,266","$6,616",0.0%,35.2%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,75,41,0,30,4,0,0,0,115,111,4,0,0,0,0,0,0,1.2,115,0,0,3,0,0,0,30,14,0,0,0,0,0,0,47,21,68.2,112,16.1%,13.4%,42.9%,27.7%,0.0%,49,36.7%,44,0.0%,132,"$171,600",75,49,49,0,0,0,26
96116,86000US96116,California,Modoc,Likely,"650,134,079","$52,477","$44,147","$68,066","$19,463","$44,302","$12,338",0.0%,26.9%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,109,0,0,72,37,0,0,0,172,172,0,0,0,0,0,0,0,0.7,172,0,0,0,0,0,0,27,53,0,0,0,0,0,0,92,0,65.1,172,0.0%,52.3%,47.7%,0.0%,0.0%,37,0.0%,82,0.0%,237,"$2,000,001",109,37,37,0,0,0,72
96117,86000US96117,California,Lassen,Litchfield,"846,100,680","$39,559","$26,652","$43,619","$13,978","$19,188","$7,384",0.0%,20.2%,-$1,-$1,-$1,-$1,-$1,-$1,"$51,250","$23,999",154,45,35,47,23,4,0,0,355,325,0,0,0,0,0,0,30,1.1,355,46,5,28,28,3,26,50,6,0,26,0,25,30,0,51,31,47.1,278,7.9%,13.7%,58.3%,18.7%,1.4%,121,22.3%,127,0.0%,191,"$219,000",154,121,97,23,24,24,33
96118,86000US96118,California,Plumas; Sierra,Loyalton; Sierra Brooks,"525,224,307","$53,929","$17,365","$73,223","$14,462","$30,580","$5,341",1.5%,2.2%,-$1,-$1,"$63,466","$24,700",-$1,-$1,"$45,408","$16,678",738,184,181,102,104,63,93,11,"1,779","1,470",1,5,0,0,0,3,300,8.8,"1,779",51,83,61,135,42,155,89,192,131,84,94,138,34,150,185,155,55.1,"1,362",9.8%,32.4%,43.7%,9.0%,5.1%,539,5.6%,772,3.6%,870,"$203,400",738,539,367,58,172,89,199
96119,86000US96119,California,Lassen,,"419,944,691",-$1,-$1,"$22,805","$10,455","$7,602","$6,690",0.0%,70.6%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,19,12,7,0,0,0,0,0,59,44,0,0,0,0,12,0,3,0.4,59,15,7,17,0,0,5,0,0,0,0,0,15,0,0,0,0,28.4,37,2.7%,51.4%,45.9%,0.0%,0.0%,19,63.2%,32,53.1%,47,-$1,19,19,12,12,7,0,0
96120,86000US96120,California,Alpine,Alpine Village; Kirkwood; Markleeville; Mesa Vista,"545,610,021","$59,643","$18,124","$90,647","$17,762","$34,496","$7,504",7.0%,4.6%,-$1,-$1,"$107,250","$51,872","$31,573","$2,002","$78,500","$35,397",316,53,80,49,30,69,13,22,926,474,0,314,5,0,0,25,108,4.4,926,41,57,28,50,41,51,90,93,39,67,23,50,20,55,107,114,56.2,684,8.0%,29.1%,30.4%,20.6%,11.8%,213,9.4%,338,13.3%,709,"$357,200",316,213,176,29,37,13,103
96121,86000US96121,California,Lassen,Milford,"86,706,926","$90,545","$44,781","$115,585","$60,614","$46,940","$19,692",20.8%,29.7%,-$1,-$1,-$1,-$1,"$63,520","$36,054",-$1,-$1,149,20,0,38,47,13,0,31,358,345,0,0,0,0,0,0,13,10.7,358,10,0,0,28,0,8,36,34,39,0,35,18,39,0,80,31,60.2,274,0.0%,23.7%,66.1%,10.2%,0.0%,129,0.0%,165,0.0%,177,"$191,800",149,129,121,39,8,0,20
